Line	POP_CODE	Caste system	Family	Genus	Species	Colony Tag	Samples	Year	Month	Day	Locality	Country	Type	n_colonies	n_colonies	n_collections	Method	n_eggs_M	n_eggs_F	SR_eggs	n_larvae_M	n_larvae_F	n_workers_M	n_workers_F	SR_workers	n_soldiers_M	n_soldiers_F	SR_soldiers	n_immatures_M	n_immatures_F	SR_immatures	n_forked_neuters_NO_soldiers_M	n_forked_neuters_NO_soldiers_F	SR_forked_neuters_NO_soldiers	n_forked_neuters_WITH_soldiers_M	n_forked_neuters_WITH_soldiers_F	SR_forked_neuters_WITH_soldiers	n_nymphs_M	n_nymphs_F	SR_nymphs	n_linear_immatures_&_soldiers_M	n_linear_immatures_&_soldiers_F	SR_linear_immatures_soldiers	n_neotenics_M	n_neotenics_F	n_neotenicsX_M	n_neotenicsX_F	n_primaries_M	n_primaries_F	n_alates_M	n_alates_F	n_alates_tot	alate_type	SR_alates	n_nymphs+alates_M	n_nymphs+alates_F	Reproductives in the nest	Colony-level_linear_forked	n_males	n_females	n_tot	SR (prop_fem)	References	Comments on reference	Additional comments on data
706	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	9	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	23	18	41	Flown	0.43902439			NA	Alates	23	18	41	0.43902439	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
707	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	10	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	19	22	41	Flown	0.536585366			NA	Alates	19	22	41	0.536585366	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
708	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	14	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	269	227	496	Flown	0.45766129			NA	Alates	269	227	496	0.45766129	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
709	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	21	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	356	237	593	Flown	0.399662732			NA	Alates	356	237	593	0.399662732	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
710	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	573	436	1009	Flown	0.432111001			NA	Alates	573	436	1009	0.432111001	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
711	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	23	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	31	22	53	Flown	0.41509434			NA	Alates	31	22	53	0.41509434	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
712	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	28	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	106	52	158	Flown	0.329113924			NA	Alates	106	52	158	0.329113924	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
713	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	29	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	105	96	201	Flown	0.47761194			NA	Alates	105	96	201	0.47761194	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
714	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	May	30	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	291	165	456	Flown	0.361842105			NA	Alates	291	165	456	0.361842105	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
715	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	June	7	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	28	18	46	Flown	0.391304348			NA	Alates	28	18	46	0.391304348	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
716	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	June	8	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	64	47	111	Flown	0.423423423			NA	Alates	64	47	111	0.423423423	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
717	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2014	June	9	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	44	34	78	Flown	0.435897436			NA	Alates	44	34	78	0.435897436	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
718	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	March	6	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	19	53	72	Flown	0.736111111			NA	Alates	19	53	72	0.736111111	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
719	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	March	15	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	42	77	119	Flown	0.647058824			NA	Alates	42	77	119	0.647058824	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
720	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	March	20	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	22	40	62	Flown	0.64516129			NA	Alates	22	40	62	0.64516129	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
721	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	March	24	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	9	21	30	Flown	0.7			NA	Alates	9	21	30	0.7	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
722	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	March	25	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	46	67	113	Flown	0.592920354			NA	Alates	46	67	113	0.592920354	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
723	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	5	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	216	332	548	Flown	0.605839416			NA	Alates	216	332	548	0.605839416	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
724	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	9	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	79	120	199	Flown	0.603015075			NA	Alates	79	120	199	0.603015075	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
725	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	11	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	21	25	46	Flown	0.543478261			NA	Alates	21	25	46	0.543478261	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
726	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	12	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	48	76	124	Flown	0.612903226			NA	Alates	48	76	124	0.612903226	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
727	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	13	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	239	310	549	Flown	0.564663024			NA	Alates	239	310	549	0.564663024	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
728	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	14	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	127	144	271	Flown	0.531365314			NA	Alates	127	144	271	0.531365314	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
729	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	16	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	112	144	256	Flown	0.5625			NA	Alates	112	144	256	0.5625	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
730	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	17	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	386	455	841	Flown	0.541022592			NA	Alates	386	455	841	0.541022592	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
731	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	129	152	281	Flown	0.540925267			NA	Alates	129	152	281	0.540925267	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
732	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	April	28	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	946	760	1706	Flown	0.445486518			NA	Alates	946	760	1706	0.445486518	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
733	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	6	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	45	37	82	Flown	0.451219512			NA	Alates	45	37	82	0.451219512	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
734	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	8	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	124	130	254	Flown	0.511811024			NA	Alates	124	130	254	0.511811024	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
735	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	9	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	229	205	434	Flown	0.47235023			NA	Alates	229	205	434	0.47235023	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
736	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	13	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	56	10	66	Flown	0.151515152			NA	Alates	56	10	66	0.151515152	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
737	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	17	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	50	31	81	Flown	0.382716049			NA	Alates	50	31	81	0.382716049	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
738	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	18	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	65	13	78	Flown	0.166666667			NA	Alates	65	13	78	0.166666667	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
739	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2015	May	20	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	131	91	222	Flown	0.40990991			NA	Alates	131	91	222	0.40990991	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
740	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	12	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	308	363	671	Flown	0.540983607			NA	Alates	308	363	671	0.540983607	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
741	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	13	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	72	116	188	Flown	0.617021277			NA	Alates	72	116	188	0.617021277	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
742	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	15	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	661	684	1345	Flown	0.508550186			NA	Alates	661	684	1345	0.508550186	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
743	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	19	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	1125	1238	2363	Flown	0.523910284			NA	Alates	1125	1238	2363	0.523910284	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
744	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	23	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	286	334	620	Flown	0.538709677			NA	Alates	286	334	620	0.538709677	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
745	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	24	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	86	35	121	Flown	0.289256198			NA	Alates	86	35	121	0.289256198	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
746	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	28	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	1088	883	1971	Flown	0.447995941			NA	Alates	1088	883	1971	0.447995941	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
747	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	29	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	98	51	149	Flown	0.342281879			NA	Alates	98	51	149	0.342281879	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
748	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	May	31	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	54	59	113	Flown	0.522123894			NA	Alates	54	59	113	0.522123894	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
749	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	June	1	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	179	96	275	Flown	0.349090909			NA	Alates	179	96	275	0.349090909	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
750	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	June	2	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	28	16	44	Flown	0.363636364			NA	Alates	28	16	44	0.363636364	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
751	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	June	6	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	163	82	245	Flown	0.334693878			NA	Alates	163	82	245	0.334693878	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
752	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	June	7	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	357	297	654	Flown	0.45412844			NA	Alates	357	297	654	0.45412844	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
753	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	June	10	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	254	211	465	Flown	0.453763441			NA	Alates	254	211	465	0.453763441	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
754	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus			2016	June	16	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	186	160	346	Flown	0.462427746			NA	Alates	186	160	346	0.462427746	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
755	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi	1	1	2009-2012			Puducherry	India	Sample	Several collections, several colonies	+++	17	Light trap																																	NA	NA	NA	Flown	#VALEUR!			NA	Alates	NA	NA	NA	0.53	Harit et al. 2014		
756	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	February	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	22	34	56	Flown	0.607142857			NA	Alates	22	34	56	0.607142857	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
757	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	February	24	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	32	46	78	Flown	0.58974359			NA	Alates	32	46	78	0.58974359	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
758	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	3	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	18	26	44	Flown	0.590909091			NA	Alates	18	26	44	0.590909091	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
759	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	4	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	99	212	311	Flown	0.681672026			NA	Alates	99	212	311	0.681672026	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
760	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	15	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	10	21	31	Flown	0.677419355			NA	Alates	10	21	31	0.677419355	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
761	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	17	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	285	346	631	Flown	0.548335975			NA	Alates	285	346	631	0.548335975	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
762	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	18	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	3568	4023	7591	Flown	0.529969701			NA	Alates	3568	4023	7591	0.529969701	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
763	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	19	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	176	242	418	Flown	0.578947368			NA	Alates	176	242	418	0.578947368	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
764	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	21	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	39	61	100	Flown	0.61			NA	Alates	39	61	100	0.61	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
765	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	22	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	65	55	120	Flown	0.458333333			NA	Alates	65	55	120	0.458333333	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
766	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	30	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	84	91	175	Flown	0.52			NA	Alates	84	91	175	0.52	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
767	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	March	31	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	175	160	335	Flown	0.47761194			NA	Alates	175	160	335	0.47761194	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
768	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	3	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	38	16	54	Flown	0.296296296			NA	Alates	38	16	54	0.296296296	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
769	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	4	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	401	432	833	Flown	0.518607443			NA	Alates	401	432	833	0.518607443	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
770	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	5	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	1984	1802	3786	Flown	0.475964078			NA	Alates	1984	1802	3786	0.475964078	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
771	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	6	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	178	106	284	Flown	0.373239437			NA	Alates	178	106	284	0.373239437	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
772	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	7	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	352	363	715	Flown	0.507692308			NA	Alates	352	363	715	0.507692308	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
773	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	9	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	217	187	404	Flown	0.462871287			NA	Alates	217	187	404	0.462871287	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
774	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	10	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	15	18	33	Flown	0.545454545			NA	Alates	15	18	33	0.545454545	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
775	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	14	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	128	74	202	Flown	0.366336634			NA	Alates	128	74	202	0.366336634	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
776	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	15	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	504	408	912	Flown	0.447368421			NA	Alates	504	408	912	0.447368421	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
777	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	16	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	16	5	21	Flown	0.238095238			NA	Alates	16	5	21	0.238095238	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
778	H_CopGes	Bifurcated	Heterotermitidae	Coptotermes	gestroi			2014	April	18	Broward County, Florida	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	36	11	47	Flown	0.234042553			NA	Alates	36	11	47	0.234042553	"Chouvenc et al. 2017: Figure 6; T. Chouvenc, pers. comm."	Additional data transmitted by T. Chouvenc in separate Excel sheet	
